573607,EQUIFAX INC 2.3 01JUN21,294429AK1,10000,9814
573607,EVERSOURCE ENERGY 2.9 01OCT24,30040WAD0,30000,29083
573607,EXELON CORP 2.45 15APR21,30161NAT8,5000,4932
573607,EXELON CORP 2.85 15JUN20,30161NAH4,20000,20080
573607,EXELON CORP 3.4 15APR26,30161NAU5,10000,9794
573607,EXELON CORP 4.95 15JUN35,30161NAQ4,15000,16629
573607,EXELON CORP 5.625 15JUN35,30161NAC5,27000,32041
573607,FANNIE MAE POOL 2.0 25FEB33 TBA,01F020422,-53000,-50778
573607,FANNIE MAE POOL 2.0 25FEB33 TBA,01F020422,300000,287424
573607,FANNIE MAE POOL 2.5 25FEB33 TBA,01F022428,438000,430637
573607,FANNIE MAE POOL 2.5 25FEB48 TBA,01F022626,300000,281634
573607,FANNIE MAE POOL 3.0 25FEB33 TBA,01F030421,-114000,-114383
573607,FANNIE MAE POOL 3.0 25FEB48 TBA,01F030629,-523634,-510993
573607,FANNIE MAE POOL 3.0 25MAR33 TBA,01F030439,-101000,-101201
573607,FANNIE MAE POOL 3.5 25FEB33 TBA,01F032427,-925014,-945873
573607,FANNIE MAE POOL 3.5 25FEB48 TBA,01F032625,-352041,-353910
573607,FANNIE MAE POOL 3.5 25MAR48 TBA,01F032633,-300000,-301077
573607,FANNIE MAE POOL 4.0 25FEB33 TBA,01F040420,200000,205048
573607,FANNIE MAE POOL 4.0 25FEB48 TBA,01F040628,-765000,-788432
573607,FANNIE MAE POOL 4.0 25MAR48 TBA,01F040636,-1100000,-1131757
573607,FANNIE MAE POOL 4.5 25MAR48 TBA,01F042632,-353000,-371183
573607,FANNIE MAE POOL 5.0 25MAR48 TBA,01F050635,-235000,-250675
573607,FANNIE MAE POOL 5.5 25MAR48 TBA,01F052631,100000,108657
573607,FANNIE MAE POOL 6.0 25FEB48 TBA,01F060626,-36000,-40023
573607,FANNIE MAE POOL 6.0 25FEB48 TBA,01F060626,36000,40023
573607,FANNIE MAE POOL 6.0 25MAR48 TBA,01F060634,36000,39997
573607,FED HOME LN MTG C03608 3.5 01DEC40,31292LAH8,162355,40264
573607,FED HOME LN MTG C03811 3.5 01APR42,31292LGU3,115530,61826
573607,FED HOME LN MTG C03815 3.5 01MAR42,31292LGY5,438025,205164
573607,FED HOME LN MTG C04320 3.0 01DEC42,31292LYR0,137261,85987
573607,FEDERAL HOME L G67704 4.0 01AUG47,3132XCRZ0,139000,136952
573607,FEDERAL HOME L G67706 3.5 01DEC47,3132XCR31,856000,854324
573607,FEDERAL HOME L Q11750 3.5 01OCT42,3132HM5K3,25230,13563
573607,FEDERAL HOME L Q15847 3.5 01FEB43,3132J65H3,231118,129906
573607,FEDERAL HOME L Q37955 4.0 01DEC45,3132QUZV8,8263,6712
573607,FEDERAL HOME L Q37957 4.0 01DEC45,3132QUZX4,10708,7889
573607,FEDERAL HOME L Q44665 3.0 01NOV46,3132WJFF3,302020,277767
573607,FEDERAL HOME L Q44853 3.0 01DEC46,3132WJMB4,41521,37784
573607,FEDERAL HOME L Q45064 3.0 01DEC46,3132WJTW1,40269,36590
573607,FEDERAL HOME L Q45079 3.0 01DEC46,3132WJUD1,17496,15507
573607,FEDERAL HOME L Q45080 3.0 01DEC46,3132WJUE9,20266,18297
573607,FEDERAL HOME L Q45083 3.0 01DEC46,3132WJUH2,10598,9272
573607,FEDERAL HOME L Q46441 3.0 01FEB47,3132WLEP7,123669,114143
573607,FEDERAL HOME LN 2.00945 15MAY41 FRN,3137B4UR5,345000,108369
573607,FEDERAL HOME LN 2.05945 15AUG46 FRN,3137BR4G7,175000,151625
573607,FEDERAL HOME LN A90196 4.5 01DEC39,312938GD9,46218,6905
573607,FEDERAL HOME LN A93534 4.0 01AUG40,3129414T1,50000,7576
573607,FEDERAL HOME LN A93786 4.0 01SEP40,312942F34,727201,128918
573607,FEDERAL HOME LN A93851 4.0 01SEP40,312942H40,67000,20260
573607,FEDERAL HOME LN G01838 5.0 01JUL35,3128LXBF6,1848000,78353
573607,FEDERAL HOME LN G01840 5.0 01JUL35,3128LXBH2,1321000,61210
573607,FEDERAL HOME LN G04692 5.5 01FEB35,3128M6RM2,84000,8689
573607,FEDERAL HOME LN G07106 3.5 01AUG42,3128M9GP1,35000,18637
573607,FEDERAL HOME LN G07613 6.0 01APR39,3128M9YJ5,100000,49790
573607,FEDERAL HOME LN G07786 4.0 01AUG44,3128M96X5,151936,100176
573607,FEDERAL HOME LN G07848 3.5 01APR44,3128MABR9,122000,83234
573607,FEDERAL HOME LN G07924 3.5 01JAN45,3128MAD55,157689,109453
573607,FEDERAL HOME LN G07962 5.0 01NOV41,3128MAFB0,300000,152757
573607,FEDERAL HOME LN G08710 3.0 01JUN46,3128MJYG9,23363,20071
573607,FEDERAL HOME LN G08737 3.0 01DEC46,3128MJZB9,169138,153225
573607,FEDERAL HOME LN G08741 3.0 01JAN47,3128MJZF0,430499,393783
573607,FEDERAL HOME LN G08747 3.0 01FEB47,3128MJZM5,921464,848472
573607,FEDERAL HOME LN G08756 3.0 01APR47,3128MJZW3,236933,221318
573607,FEDERAL HOME LN G12237 5.0 01JUN21,3128M1LS6,30000,695
573607,FEDERAL HOME LN G13247 5.0 01JUL23,3128MBZL4,119806,3498
573607,FEDERAL HOME LN G15520 3.0 01JUL30,3128MEK91,47776,34716
573607,FEDERAL HOME LN G18258 5.0 01JUN23,3128MMJC8,772573,26091
573607,FEDERAL HOME LN G60018 4.5 01DEC43,31335AAT5,90000,51706
573607,FEDERAL HOME LN G60138 3.5 01AUG45,31335AEK0,235102,181274
573607,FEDERAL HOME LN G60393 3.5 01JAN46,31335ANJ3,44323,35958
573607,FEDERAL HOME LN G60561 3.5 01MAY46,31335ATS7,36000,29638
573607,FEDERAL HOME LN G60658 3.5 01JUL46,31335AWT1,346000,299784
573607,FEDERAL HOME LN G60718 3.0 01SEP46,31335AYP7,43104,38033
573607,FEDERAL HOME LN G60729 4.0 01SEP46,31335AY28,3000,2661
573607,FEDERAL HOME LN G60968 3.5 01MAR47,31335BCD6,80000,76223
573607,FEDERAL HOME LN G61208 3.5 01DEC47,31335BKV7,59000,59146
573607,FEDERAL HOME LN J09186 5.0 01JAN22,3128PMF39,367833,6160
573607,FEDERAL HOME LN J31418 2.5 01MAY30,31307MSF4,27521,20085
573607,FEDERAL HOME LN J31689 3.0 01MAY30,31307M2W5,56251,40598
573607,FEDERAL HOME LN J32181 3.0 01JUL30,31307NM68,5992,4376
573607,FEDERAL HOME LN J32204 2.5 01JUL30,31307NNV2,11000,7727
573607,FEDERAL HOME LN J32209 2.5 01JUL30,31307NN26,10338,6783
573607,FEDERAL HOME LN J32436 3.0 01AUG30,31307NV50,6093,4873
573607,FEDERAL HOME LN J32491 2.5 01JUL30,31307NXU3,2052,1629
573607,FEDERAL HOME LN MTG C 3.117 25JUN27,3137F2LJ3,130000,129569
573607,FEDERAL HOME LN MTG C 3.194 25JUL27,3137FAWS3,145000,145371
573607,FEDERAL HOME LN Q00093 4.0 01APR41,3132GDC67,2329,682
573607,FEDERAL HOME LN Q00804 4.5 01MAY41,3132GD3M2,135000,19964
573607,FEDERAL HOME LN Q00959 4.5 01MAY41,3132GEB41,117000,21251
573607,FEDERAL HOME LN Q07417 3.5 01APR42,3132GSSE0,34000,17698
573607,FEDERAL HOME LN Q07896 3.5 01MAY42,3132GTC96,3000,1265
573607,FEDERAL HOME LN Q10724 3.5 01AUG42,3132HLYV9,62000,32439
573607,FEDERAL HOME LN Q11909 3.5 01OCT42,3132HNDN6,10152,3523
573607,FEDERAL HOME LN Q12162 3.5 01AUG42,3132HNMK2,13693,6681
573607,FEDERAL HOME LN Q13134 3.5 01NOV42,3132HPPT5,68000,36419
573607,FEDERAL HOME LN Q14866 3.0 01JAN43,3132HRMP2,104922,64315
573607,FEDERAL HOME LN Q16403 3.0 01MAR43,3132J7RZ7,104449,64520
573607,FEDERAL HOME LN Q16673 3.0 01MAR43,3132J72F8,100000,61903
573607,FEDERAL HOME LN Q18718 3.5 01JUN43,3132JADY8,16405,10456
573607,FEDERAL HOME LN Q28764 3.5 01JUN44,3132M9MM3,13000,9000
573607,FEDERAL HOME LN Q36302 3.5 01SEP45,3132QTAC0,5000,3984
573607,FEDERAL HOME LN Q36972 4.0 01OCT45,3132QTXA9,60000,47667
573607,FEDERAL HOME LN Q44452 3.0 01NOV46,3132WH5N1,242816,219662
573607,FEDERAL HOME LN Q45872 3.0 01JAN47,3132WKQ27,235776,211706
573607,FEDERAL HOME LN Q52321 4.5 01NOV47,3132XUSK2,270000,281522
573607,FEDERAL HOME LN Q53113 3.5 01JUL47,3132XVN74,13000,13012
573607,FEDERAL HOME LN Q53630 3.5 01JAN48,3132XWA84,7000,7206
573607,FEDERAL HOME LN Q53648 3.5 01JAN48,3132XWBS9,13000,13130
573607,FEDERAL HOME LN V60696 3.0 01JAN30,3132KEXZ3,14207,8789
573607,FEDERAL HOME LN V60724 3.0 01JAN30,3132KEYV1,19885,12433
573607,FEDERAL HOME LN V60770 2.5 01MAR30,3132KE2B0,26808,17635
573607,FEDERAL HOME LN V60796 2.5 01MAY30,3132KE3D5,39481,27661
573607,FEDERAL HOME LN V60840 3.0 01JUN30,3132KE4Z5,114053,77798
573607,FEDERAL HOME LN V60886 2.5 01AUG30,3132KE6X8,43714,30632
573607,FEDERAL HOME LN V60902 2.5 01AUG30,3132KFAB8,31456,23167
573607,FEDERAL HOME LN V60903 2.5 01SEP30,3132KFAC6,31711,22895
573607,FEDERAL HOME LN V60904 2.5 01SEP30,3132KFAD4,64491,46714
573607,FEDERAL HOME LN V60905 2.5 01JUL30,3132KFAE2,2808,2216
573607,FEDERAL HOME LN V60909 3.0 01AUG30,3132KFAJ1,9595,7562
573607,FEDERAL HOME LN V82528 4.0 01JUL46,3132L7YZ6,40000,35766
573607,FEDERAL HOME LN V82553 4.0 01AUG46,3132L7ZS1,22000,21038
